text,cleaned_text,created_at,user,vader_compound,vader_pos,vader_neu,vader_neg,textblob_polarity,textblob_subjectivity
Comparing XRP to other cryptocurrencies. Mixed results.,Comparing XRP to other cryptocurrencies. Mixed results.,2025-05-11 20:48:22+00:00,crypto_user_2583,0.0,0.5,1.0,0.5,0.0,0.5
XRP fundamentals are stronger than ever. Buy the dip!,XRP fundamentals are stronger than ever. Buy the dip!,2025-04-12 20:28:08+00:00,crypto_user_6250,1.0,1.0,0.0,0.0,1.0,0.5
XRP fundamentals are stronger than ever. Buy the dip!,XRP fundamentals are stronger than ever. Buy the dip!,2025-05-13 03:52:45+00:00,crypto_user_4507,1.0,1.0,0.0,0.0,1.0,0.5
XRP fundamentals are stronger than ever. Buy the dip!,XRP fundamentals are stronger than ever. Buy the dip!,2025-04-26 12:39:44+00:00,crypto_user_3900,1.0,1.0,0.0,0.0,1.0,0.5
Just bought more XRP! Expecting a rally to ${price},Just bought more XRP! Expecting a rally to ${price},2025-04-21 18:26:24+00:00,crypto_user_5030,1.0,1.0,0.0,0.0,1.0,0.5
The XRP market is maturing. Expect less volatility.,The XRP market is maturing. Expect less volatility.,2025-04-20 13:52:01+00:00,crypto_user_7739,0.0,0.5,1.0,0.5,0.0,0.5
Analyzing XRP on-chain metrics. Data is inconclusive.,Analyzing XRP on-chain metrics. Data is inconclusive.,2025-05-14 05:41:57+00:00,crypto_user_4807,0.0,0.5,1.0,0.5,0.0,0.5
Whales dumping XRP. Price manipulation is real.,Whales dumping XRP. Price manipulation is real.,2025-05-08 17:40:37+00:00,crypto_user_4874,-1.0,0.0,0.0,1.0,-1.0,0.5
Just sold my XRP. Too much volatility for me.,Just sold my XRP. Too much volatility for me.,2025-04-10 23:08:29+00:00,crypto_user_8979,-1.0,0.0,0.0,1.0,-1.0,0.5
Monitoring XRP price action. No clear direction yet.,Monitoring XRP price action. No clear direction yet.,2025-05-24 13:20:37+00:00,crypto_user_5442,0.0,0.5,1.0,0.5,0.0,0.5
XRP volume declining. Not a good sign.,XRP volume declining. Not a good sign.,2025-05-18 08:21:33+00:00,crypto_user_2610,-1.0,0.0,0.0,1.0,-1.0,0.5
Just sold my XRP. Too much volatility for me.,Just sold my XRP. Too much volatility for me.,2025-04-30 14:51:01+00:00,crypto_user_2190,-1.0,0.0,0.0,1.0,-1.0,0.5
Comparing XRP to other cryptocurrencies. Mixed results.,Comparing XRP to other cryptocurrencies. Mixed results.,2025-05-12 12:46:20+00:00,crypto_user_1333,0.0,0.5,1.0,0.5,0.0,0.5
XRP fundamentals are stronger than ever. Buy the dip!,XRP fundamentals are stronger than ever. Buy the dip!,2025-04-01 19:25:24+00:00,crypto_user_6122,1.0,1.0,0.0,0.0,1.0,0.5
Accumulating XRP at these levels is a no-brainer.,Accumulating XRP at these levels is a no-brainer.,2025-04-29 13:22:54+00:00,crypto_user_8509,1.0,1.0,0.0,0.0,1.0,0.5
The XRP rally was just a dead cat bounce. More downside ahead.,The XRP rally was just a dead cat bounce. More downside ahead.,2025-04-27 03:18:39+00:00,crypto_user_9079,0.0,0.5,0.0,0.5,0.0,0.5
The XRP bubble is about to burst. Get out while you can!,The XRP bubble is about to burst. Get out while you can!,2025-05-05 02:22:01+00:00,crypto_user_8811,-1.0,0.0,0.0,1.0,-1.0,0.5
XRP breaking key support levels. Be careful!,XRP breaking key support levels. Be careful!,2025-04-29 11:17:08+00:00,crypto_user_7750,0.0,0.5,0.0,0.5,0.0,0.5
The XRP bubble is about to burst. Get out while you can!,The XRP bubble is about to burst. Get out while you can!,2025-05-24 02:41:42+00:00,crypto_user_8264,-1.0,0.0,0.0,1.0,-1.0,0.5
XRP technical analysis shows strong support. Hodl!,XRP technical analysis shows strong support. Hodl!,2025-05-05 04:44:52+00:00,crypto_user_2128,1.0,1.0,0.0,0.0,1.0,0.5
Just sold my XRP. Too much volatility for me.,Just sold my XRP. Too much volatility for me.,2025-04-11 07:03:00+00:00,crypto_user_4965,-1.0,0.0,0.0,1.0,-1.0,0.5
Whales dumping XRP. Price manipulation is real.,Whales dumping XRP. Price manipulation is real.,2025-04-05 00:35:32+00:00,crypto_user_9773,-1.0,0.0,0.0,1.0,-1.0,0.5
XRP breaking key support levels. Be careful!,XRP breaking key support levels. Be careful!,2025-05-23 02:22:02+00:00,crypto_user_7376,0.0,0.5,0.0,0.5,0.0,0.5
Long-term XRP holders will be rewarded. Patience pays!,Long-term XRP holders will be rewarded. Patience pays!,2025-04-16 05:49:54+00:00,crypto_user_5107,1.0,1.0,0.0,0.0,1.0,0.5
Monitoring XRP price action. No clear direction yet.,Monitoring XRP price action. No clear direction yet.,2025-04-28 07:34:52+00:00,crypto_user_6840,0.0,0.5,1.0,0.5,0.0,0.5
Historical XRP patterns suggest we're in uncharted territory.,Historical XRP patterns suggest we're in uncharted territory.,2025-04-11 06:17:15+00:00,crypto_user_4032,0.0,0.5,1.0,0.5,0.0,0.5
This XRP rally is just getting started! 🚀,This XRP rally is just getting started! 🚀,2025-04-02 02:32:28+00:00,crypto_user_5437,1.0,1.0,0.0,0.0,1.0,0.5
XRP volume declining. Not a good sign.,XRP volume declining. Not a good sign.,2025-05-26 11:17:59+00:00,crypto_user_4101,-1.0,0.0,0.0,1.0,-1.0,0.5
XRP volume declining. Not a good sign.,XRP volume declining. Not a good sign.,2025-04-24 07:57:36+00:00,crypto_user_2699,-1.0,0.0,0.0,1.0,-1.0,0.5
Just sold my XRP. Too much volatility for me.,Just sold my XRP. Too much volatility for me.,2025-04-07 17:36:49+00:00,crypto_user_9252,-1.0,0.0,0.0,1.0,-1.0,0.5
XRP fundamentals are stronger than ever. Buy the dip!,XRP fundamentals are stronger than ever. Buy the dip!,2025-05-02 02:12:38+00:00,crypto_user_4764,1.0,1.0,0.0,0.0,1.0,0.5
XRP looking bullish today! Price target ${price},XRP looking bullish today! Price target ${price},2025-05-24 04:20:15+00:00,crypto_user_5343,1.0,1.0,0.0,0.0,1.0,0.5
Whales dumping XRP. Price manipulation is real.,Whales dumping XRP. Price manipulation is real.,2025-04-30 16:27:52+00:00,crypto_user_7129,-1.0,0.0,0.0,1.0,-1.0,0.5
XRP looking bullish today! Price target ${price},XRP looking bullish today! Price target ${price},2025-05-16 09:09:05+00:00,crypto_user_3831,1.0,1.0,0.0,0.0,1.0,0.5
Historical XRP patterns suggest we're in uncharted territory.,Historical XRP patterns suggest we're in uncharted territory.,2025-04-16 05:53:43+00:00,crypto_user_3147,0.0,0.5,1.0,0.5,0.0,0.5
XRP looking bearish. Might drop to ${price},XRP looking bearish. Might drop to ${price},2025-04-30 01:39:12+00:00,crypto_user_2257,-1.0,0.0,0.0,1.0,-1.0,0.5
XRP breaking key support levels. Be careful!,XRP breaking key support levels. Be careful!,2025-04-29 15:24:41+00:00,crypto_user_5019,0.0,0.5,0.0,0.5,0.0,0.5
Long-term XRP holders will be rewarded. Patience pays!,Long-term XRP holders will be rewarded. Patience pays!,2025-05-04 15:52:59+00:00,crypto_user_1601,1.0,1.0,0.0,0.0,1.0,0.5
XRP volume declining. Not a good sign.,XRP volume declining. Not a good sign.,2025-04-06 16:51:57+00:00,crypto_user_8952,-1.0,0.0,0.0,1.0,-1.0,0.5
Historical XRP patterns suggest we're in uncharted territory.,Historical XRP patterns suggest we're in uncharted territory.,2025-04-16 07:09:09+00:00,crypto_user_8376,0.0,0.5,1.0,0.5,0.0,0.5
Historical XRP patterns suggest we're in uncharted territory.,Historical XRP patterns suggest we're in uncharted territory.,2025-05-04 16:49:10+00:00,crypto_user_2192,0.0,0.5,1.0,0.5,0.0,0.5
XRP fundamentals are stronger than ever. Buy the dip!,XRP fundamentals are stronger than ever. Buy the dip!,2025-04-28 11:52:19+00:00,crypto_user_3428,1.0,1.0,0.0,0.0,1.0,0.5
The XRP rally was just a dead cat bounce. More downside ahead.,The XRP rally was just a dead cat bounce. More downside ahead.,2025-04-16 11:37:15+00:00,crypto_user_8662,0.0,0.5,0.0,0.5,0.0,0.5
XRP volatility has decreased recently. Consolidation phase?,XRP volatility has decreased recently. Consolidation phase?,2025-05-14 06:48:15+00:00,crypto_user_2464,0.0,0.5,1.0,0.5,0.0,0.5
Comparing XRP to other cryptocurrencies. Mixed results.,Comparing XRP to other cryptocurrencies. Mixed results.,2025-05-22 20:49:59+00:00,crypto_user_1515,0.0,0.5,1.0,0.5,0.0,0.5
XRP looking bullish today! Price target ${price},XRP looking bullish today! Price target ${price},2025-04-29 07:46:36+00:00,crypto_user_6061,1.0,1.0,0.0,0.0,1.0,0.5
Interesting developments in the XRP ecosystem.,Interesting developments in the XRP ecosystem.,2025-05-18 04:11:33+00:00,crypto_user_5838,0.0,0.5,1.0,0.5,0.0,0.5
New XRP update announced. Impact on price unclear.,New XRP update announced. Impact on price unclear.,2025-05-10 03:39:53+00:00,crypto_user_3327,0.0,0.5,1.0,0.5,0.0,0.5
Comparing XRP to other cryptocurrencies. Mixed results.,Comparing XRP to other cryptocurrencies. Mixed results.,2025-05-20 16:43:14+00:00,crypto_user_2776,0.0,0.5,1.0,0.5,0.0,0.5
XRP looking bullish today! Price target ${price},XRP looking bullish today! Price target ${price},2025-04-18 05:28:41+00:00,crypto_user_1737,1.0,1.0,0.0,0.0,1.0,0.5
This XRP rally is just getting started! 🚀,This XRP rally is just getting started! 🚀,2025-05-16 19:42:31+00:00,crypto_user_9950,1.0,1.0,0.0,0.0,1.0,0.5
Just bought more XRP! Expecting a rally to ${price},Just bought more XRP! Expecting a rally to ${price},2025-04-12 11:58:51+00:00,crypto_user_6563,1.0,1.0,0.0,0.0,1.0,0.5
XRP breaking key support levels. Be careful!,XRP breaking key support levels. Be careful!,2025-04-24 09:43:41+00:00,crypto_user_3650,0.0,0.5,0.0,0.5,0.0,0.5
The XRP rally was just a dead cat bounce. More downside ahead.,The XRP rally was just a dead cat bounce. More downside ahead.,2025-05-05 03:29:07+00:00,crypto_user_2923,0.0,0.5,0.0,0.5,0.0,0.5
Just sold my XRP. Too much volatility for me.,Just sold my XRP. Too much volatility for me.,2025-04-09 15:15:09+00:00,crypto_user_6629,-1.0,0.0,0.0,1.0,-1.0,0.5
XRP looking bullish today! Price target ${price},XRP looking bullish today! Price target ${price},2025-04-06 07:36:05+00:00,crypto_user_5397,1.0,1.0,0.0,0.0,1.0,0.5
Just bought more XRP! Expecting a rally to ${price},Just bought more XRP! Expecting a rally to ${price},2025-05-28 22:04:24+00:00,crypto_user_7253,1.0,1.0,0.0,0.0,1.0,0.5
XRP volatility has decreased recently. Consolidation phase?,XRP volatility has decreased recently. Consolidation phase?,2025-05-19 13:58:16+00:00,crypto_user_6053,0.0,0.5,1.0,0.5,0.0,0.5
Monitoring XRP price action. No clear direction yet.,Monitoring XRP price action. No clear direction yet.,2025-05-23 15:07:49+00:00,crypto_user_4930,0.0,0.5,1.0,0.5,0.0,0.5
Regulatory concerns for XRP are mounting. Proceed with caution.,Regulatory concerns for XRP are mounting. Proceed with caution.,2025-05-23 02:50:14+00:00,crypto_user_6633,-1.0,0.0,0.0,1.0,-1.0,0.5
XRP fundamentals are stronger than ever. Buy the dip!,XRP fundamentals are stronger than ever. Buy the dip!,2025-05-17 20:21:09+00:00,crypto_user_9044,1.0,1.0,0.0,0.0,1.0,0.5
Whales dumping XRP. Price manipulation is real.,Whales dumping XRP. Price manipulation is real.,2025-05-22 15:02:32+00:00,crypto_user_4561,-1.0,0.0,0.0,1.0,-1.0,0.5
Fundamentals don't support current XRP valuation. Overpriced!,Fundamentals don't support current XRP valuation. Overpriced!,2025-05-30 08:52:49+00:00,crypto_user_6080,0.0,0.5,0.0,0.5,0.0,0.5
Interesting developments in the XRP ecosystem.,Interesting developments in the XRP ecosystem.,2025-05-13 00:03:57+00:00,crypto_user_4235,0.0,0.5,1.0,0.5,0.0,0.5
XRP trading sideways today. Waiting for a breakout.,XRP trading sideways today. Waiting for a breakout.,2025-04-01 15:11:33+00:00,crypto_user_4802,0.0,0.5,1.0,0.5,0.0,0.5
Comparing XRP to other cryptocurrencies. Mixed results.,Comparing XRP to other cryptocurrencies. Mixed results.,2025-05-09 07:14:38+00:00,crypto_user_6679,0.0,0.5,1.0,0.5,0.0,0.5
XRP looking bullish today! Price target ${price},XRP looking bullish today! Price target ${price},2025-03-31 21:06:25+00:00,crypto_user_1820,1.0,1.0,0.0,0.0,1.0,0.5
This XRP rally is just getting started! 🚀,This XRP rally is just getting started! 🚀,2025-05-27 18:21:47+00:00,crypto_user_7748,1.0,1.0,0.0,0.0,1.0,0.5
What's your price prediction for XRP this month?,What's your price prediction for XRP this month?,2025-05-04 22:21:51+00:00,crypto_user_8876,0.0,0.5,1.0,0.5,0.0,0.5
Fundamentals don't support current XRP valuation. Overpriced!,Fundamentals don't support current XRP valuation. Overpriced!,2025-04-25 01:28:50+00:00,crypto_user_1465,0.0,0.5,0.0,0.5,0.0,0.5
Whales dumping XRP. Price manipulation is real.,Whales dumping XRP. Price manipulation is real.,2025-05-29 08:11:15+00:00,crypto_user_2174,-1.0,0.0,0.0,1.0,-1.0,0.5
Analyzing XRP on-chain metrics. Data is inconclusive.,Analyzing XRP on-chain metrics. Data is inconclusive.,2025-04-23 20:01:21+00:00,crypto_user_1161,0.0,0.5,1.0,0.5,0.0,0.5
Monitoring XRP price action. No clear direction yet.,Monitoring XRP price action. No clear direction yet.,2025-04-30 00:06:49+00:00,crypto_user_2889,0.0,0.5,1.0,0.5,0.0,0.5
Monitoring XRP price action. No clear direction yet.,Monitoring XRP price action. No clear direction yet.,2025-04-26 21:51:56+00:00,crypto_user_6825,0.0,0.5,1.0,0.5,0.0,0.5
Accumulating XRP at these levels is a no-brainer.,Accumulating XRP at these levels is a no-brainer.,2025-05-05 09:33:35+00:00,crypto_user_2079,1.0,1.0,0.0,0.0,1.0,0.5
XRP technical analysis shows strong support. Hodl!,XRP technical analysis shows strong support. Hodl!,2025-05-10 06:59:02+00:00,crypto_user_8759,1.0,1.0,0.0,0.0,1.0,0.5
Comparing XRP to other cryptocurrencies. Mixed results.,Comparing XRP to other cryptocurrencies. Mixed results.,2025-04-27 06:33:55+00:00,crypto_user_5625,0.0,0.5,1.0,0.5,0.0,0.5
What's your price prediction for XRP this month?,What's your price prediction for XRP this month?,2025-05-29 14:44:41+00:00,crypto_user_3130,0.0,0.5,1.0,0.5,0.0,0.5
XRP fundamentals are stronger than ever. Buy the dip!,XRP fundamentals are stronger than ever. Buy the dip!,2025-04-03 09:40:59+00:00,crypto_user_3846,1.0,1.0,0.0,0.0,1.0,0.5
The XRP ecosystem is growing rapidly. Very optimistic!,The XRP ecosystem is growing rapidly. Very optimistic!,2025-04-22 14:59:12+00:00,crypto_user_3182,1.0,1.0,0.0,0.0,1.0,0.5
Just sold my XRP. Too much volatility for me.,Just sold my XRP. Too much volatility for me.,2025-04-28 18:24:05+00:00,crypto_user_5245,-1.0,0.0,0.0,1.0,-1.0,0.5
Technical indicators show XRP is overbought. Correction incoming.,Technical indicators show XRP is overbought. Correction incoming.,2025-04-02 20:56:49+00:00,crypto_user_5137,-1.0,0.0,0.0,1.0,-1.0,0.5
This XRP rally is just getting started! 🚀,This XRP rally is just getting started! 🚀,2025-05-08 19:55:41+00:00,crypto_user_4571,1.0,1.0,0.0,0.0,1.0,0.5
XRP looking bullish today! Price target ${price},XRP looking bullish today! Price target ${price},2025-05-10 11:04:19+00:00,crypto_user_6686,1.0,1.0,0.0,0.0,1.0,0.5
Fundamentals don't support current XRP valuation. Overpriced!,Fundamentals don't support current XRP valuation. Overpriced!,2025-04-20 21:56:28+00:00,crypto_user_6172,0.0,0.5,0.0,0.5,0.0,0.5
Fundamentals don't support current XRP valuation. Overpriced!,Fundamentals don't support current XRP valuation. Overpriced!,2025-04-08 05:40:59+00:00,crypto_user_1865,0.0,0.5,0.0,0.5,0.0,0.5
This XRP rally is just getting started! 🚀,This XRP rally is just getting started! 🚀,2025-04-02 19:13:58+00:00,crypto_user_3138,1.0,1.0,0.0,0.0,1.0,0.5
XRP looking bearish. Might drop to ${price},XRP looking bearish. Might drop to ${price},2025-04-26 17:51:33+00:00,crypto_user_9000,-1.0,0.0,0.0,1.0,-1.0,0.5
Historical XRP patterns suggest we're in uncharted territory.,Historical XRP patterns suggest we're in uncharted territory.,2025-05-08 19:16:20+00:00,crypto_user_8909,0.0,0.5,1.0,0.5,0.0,0.5
Comparing XRP to other cryptocurrencies. Mixed results.,Comparing XRP to other cryptocurrencies. Mixed results.,2025-04-01 01:26:37+00:00,crypto_user_7437,0.0,0.5,1.0,0.5,0.0,0.5
The XRP bubble is about to burst. Get out while you can!,The XRP bubble is about to burst. Get out while you can!,2025-05-29 04:29:25+00:00,crypto_user_7271,-1.0,0.0,0.0,1.0,-1.0,0.5
Interesting developments in the XRP ecosystem.,Interesting developments in the XRP ecosystem.,2025-04-27 23:53:29+00:00,crypto_user_6722,0.0,0.5,1.0,0.5,0.0,0.5
Whales dumping XRP. Price manipulation is real.,Whales dumping XRP. Price manipulation is real.,2025-05-29 01:32:39+00:00,crypto_user_1533,-1.0,0.0,0.0,1.0,-1.0,0.5
