text,cleaned_text,created_at,user,vader_compound,vader_pos,vader_neu,vader_neg,textblob_polarity,textblob_subjectivity
The future is bright for BTC. New ATH coming soon!,The future is bright for BTC. New ATH coming soon!,2025-05-05 16:28:38+00:00,crypto_user_2483,1.0,1.0,0.0,0.0,1.0,0.5
BTC looking bullish today! Price target ${price},BTC looking bullish today! Price target ${price},2025-05-09 14:39:20+00:00,crypto_user_6557,1.0,1.0,0.0,0.0,1.0,0.5
The future is bright for BTC. New ATH coming soon!,The future is bright for BTC. New ATH coming soon!,2025-05-16 23:54:41+00:00,crypto_user_4365,1.0,1.0,0.0,0.0,1.0,0.5
The BTC ecosystem is growing rapidly. Very optimistic!,The BTC ecosystem is growing rapidly. Very optimistic!,2025-04-09 03:13:28+00:00,crypto_user_2249,1.0,1.0,0.0,0.0,1.0,0.5
BTC fundamentals are stronger than ever. Buy the dip!,BTC fundamentals are stronger than ever. Buy the dip!,2025-05-17 17:08:34+00:00,crypto_user_1419,1.0,1.0,0.0,0.0,1.0,0.5
The BTC bubble is about to burst. Get out while you can!,The BTC bubble is about to burst. Get out while you can!,2025-04-17 14:47:14+00:00,crypto_user_3907,-1.0,0.0,0.0,1.0,-1.0,0.5
Historical BTC patterns suggest we're in uncharted territory.,Historical BTC patterns suggest we're in uncharted territory.,2025-04-15 06:56:21+00:00,crypto_user_5201,0.0,0.5,1.0,0.5,0.0,0.5
Technical indicators show BTC is overbought. Correction incoming.,Technical indicators show BTC is overbought. Correction incoming.,2025-04-16 17:00:56+00:00,crypto_user_6964,-1.0,0.0,0.0,1.0,-1.0,0.5
Technical indicators show BTC is overbought. Correction incoming.,Technical indicators show BTC is overbought. Correction incoming.,2025-04-13 23:10:13+00:00,crypto_user_4199,-1.0,0.0,0.0,1.0,-1.0,0.5
BTC technical analysis shows strong support. Hodl!,BTC technical analysis shows strong support. Hodl!,2025-05-12 11:29:03+00:00,crypto_user_8959,1.0,1.0,0.0,0.0,1.0,0.5
Just bought more BTC! Expecting a rally to ${price},Just bought more BTC! Expecting a rally to ${price},2025-04-27 05:50:34+00:00,crypto_user_9716,1.0,1.0,0.0,0.0,1.0,0.5
Comparing BTC to other cryptocurrencies. Mixed results.,Comparing BTC to other cryptocurrencies. Mixed results.,2025-05-06 04:59:38+00:00,crypto_user_8488,0.0,0.5,1.0,0.5,0.0,0.5
Whales dumping BTC. Price manipulation is real.,Whales dumping BTC. Price manipulation is real.,2025-04-21 19:51:10+00:00,crypto_user_5885,-1.0,0.0,0.0,1.0,-1.0,0.5
BTC looking bullish today! Price target ${price},BTC looking bullish today! Price target ${price},2025-05-08 11:07:59+00:00,crypto_user_3517,1.0,1.0,0.0,0.0,1.0,0.5
The BTC rally was just a dead cat bounce. More downside ahead.,The BTC rally was just a dead cat bounce. More downside ahead.,2025-04-04 08:34:21+00:00,crypto_user_8111,0.0,0.5,0.0,0.5,0.0,0.5
Just bought more BTC! Expecting a rally to ${price},Just bought more BTC! Expecting a rally to ${price},2025-04-16 13:13:03+00:00,crypto_user_3805,1.0,1.0,0.0,0.0,1.0,0.5
Just sold my BTC. Too much volatility for me.,Just sold my BTC. Too much volatility for me.,2025-05-02 16:22:52+00:00,crypto_user_8790,-1.0,0.0,0.0,1.0,-1.0,0.5
Interesting developments in the BTC ecosystem.,Interesting developments in the BTC ecosystem.,2025-04-13 03:30:33+00:00,crypto_user_4035,0.0,0.5,1.0,0.5,0.0,0.5
This BTC rally is just getting started! 🚀,This BTC rally is just getting started! 🚀,2025-05-20 19:18:17+00:00,crypto_user_2492,1.0,1.0,0.0,0.0,1.0,0.5
Long-term BTC holders will be rewarded. Patience pays!,Long-term BTC holders will be rewarded. Patience pays!,2025-04-05 04:30:57+00:00,crypto_user_5590,1.0,1.0,0.0,0.0,1.0,0.5
The BTC market is maturing. Expect less volatility.,The BTC market is maturing. Expect less volatility.,2025-05-25 00:15:17+00:00,crypto_user_2006,0.0,0.5,1.0,0.5,0.0,0.5
BTC breaking key support levels. Be careful!,BTC breaking key support levels. Be careful!,2025-05-06 09:29:58+00:00,crypto_user_9424,0.0,0.5,0.0,0.5,0.0,0.5
Just sold my BTC. Too much volatility for me.,Just sold my BTC. Too much volatility for me.,2025-05-22 05:53:02+00:00,crypto_user_6799,-1.0,0.0,0.0,1.0,-1.0,0.5
BTC fundamentals are stronger than ever. Buy the dip!,BTC fundamentals are stronger than ever. Buy the dip!,2025-04-01 00:57:16+00:00,crypto_user_5060,1.0,1.0,0.0,0.0,1.0,0.5
Regulatory concerns for BTC are mounting. Proceed with caution.,Regulatory concerns for BTC are mounting. Proceed with caution.,2025-04-02 21:45:14+00:00,crypto_user_7256,-1.0,0.0,0.0,1.0,-1.0,0.5
The BTC bubble is about to burst. Get out while you can!,The BTC bubble is about to burst. Get out while you can!,2025-04-24 14:56:27+00:00,crypto_user_3131,-1.0,0.0,0.0,1.0,-1.0,0.5
BTC fundamentals are stronger than ever. Buy the dip!,BTC fundamentals are stronger than ever. Buy the dip!,2025-05-16 08:26:54+00:00,crypto_user_9124,1.0,1.0,0.0,0.0,1.0,0.5
What's your price prediction for BTC this month?,What's your price prediction for BTC this month?,2025-04-05 01:58:31+00:00,crypto_user_4361,0.0,0.5,1.0,0.5,0.0,0.5
BTC technical analysis shows strong support. Hodl!,BTC technical analysis shows strong support. Hodl!,2025-05-21 10:48:37+00:00,crypto_user_8972,1.0,1.0,0.0,0.0,1.0,0.5
The BTC bubble is about to burst. Get out while you can!,The BTC bubble is about to burst. Get out while you can!,2025-04-03 04:43:54+00:00,crypto_user_8220,-1.0,0.0,0.0,1.0,-1.0,0.5
New BTC update announced. Impact on price unclear.,New BTC update announced. Impact on price unclear.,2025-05-20 12:49:26+00:00,crypto_user_6982,0.0,0.5,1.0,0.5,0.0,0.5
BTC volume declining. Not a good sign.,BTC volume declining. Not a good sign.,2025-05-29 16:36:08+00:00,crypto_user_8498,-1.0,0.0,0.0,1.0,-1.0,0.5
Institutional adoption of BTC is increasing. Bullish!,Institutional adoption of BTC is increasing. Bullish!,2025-04-27 05:55:22+00:00,crypto_user_2895,1.0,1.0,0.0,0.0,1.0,0.5
Long-term BTC holders will be rewarded. Patience pays!,Long-term BTC holders will be rewarded. Patience pays!,2025-04-03 18:54:38+00:00,crypto_user_9563,1.0,1.0,0.0,0.0,1.0,0.5
BTC breaking key support levels. Be careful!,BTC breaking key support levels. Be careful!,2025-05-13 16:26:10+00:00,crypto_user_5158,0.0,0.5,0.0,0.5,0.0,0.5
What's your price prediction for BTC this month?,What's your price prediction for BTC this month?,2025-04-20 20:19:24+00:00,crypto_user_8393,0.0,0.5,1.0,0.5,0.0,0.5
This BTC rally is just getting started! 🚀,This BTC rally is just getting started! 🚀,2025-05-19 13:31:44+00:00,crypto_user_9856,1.0,1.0,0.0,0.0,1.0,0.5
BTC volume declining. Not a good sign.,BTC volume declining. Not a good sign.,2025-04-17 08:33:59+00:00,crypto_user_1565,-1.0,0.0,0.0,1.0,-1.0,0.5
Technical indicators show BTC is overbought. Correction incoming.,Technical indicators show BTC is overbought. Correction incoming.,2025-04-13 23:56:35+00:00,crypto_user_4286,-1.0,0.0,0.0,1.0,-1.0,0.5
BTC looking bearish. Might drop to ${price},BTC looking bearish. Might drop to ${price},2025-04-09 03:05:25+00:00,crypto_user_2915,-1.0,0.0,0.0,1.0,-1.0,0.5
The BTC market is maturing. Expect less volatility.,The BTC market is maturing. Expect less volatility.,2025-05-14 16:52:28+00:00,crypto_user_8481,0.0,0.5,1.0,0.5,0.0,0.5
BTC volatility has decreased recently. Consolidation phase?,BTC volatility has decreased recently. Consolidation phase?,2025-04-10 17:21:23+00:00,crypto_user_8048,0.0,0.5,1.0,0.5,0.0,0.5
Interesting developments in the BTC ecosystem.,Interesting developments in the BTC ecosystem.,2025-05-09 01:22:19+00:00,crypto_user_5281,0.0,0.5,1.0,0.5,0.0,0.5
Interesting developments in the BTC ecosystem.,Interesting developments in the BTC ecosystem.,2025-04-17 16:28:34+00:00,crypto_user_3023,0.0,0.5,1.0,0.5,0.0,0.5
BTC trading sideways today. Waiting for a breakout.,BTC trading sideways today. Waiting for a breakout.,2025-05-16 20:27:48+00:00,crypto_user_3569,0.0,0.5,1.0,0.5,0.0,0.5
BTC volume declining. Not a good sign.,BTC volume declining. Not a good sign.,2025-05-24 21:56:22+00:00,crypto_user_6723,-1.0,0.0,0.0,1.0,-1.0,0.5
Long-term BTC holders will be rewarded. Patience pays!,Long-term BTC holders will be rewarded. Patience pays!,2025-05-28 03:35:24+00:00,crypto_user_6990,1.0,1.0,0.0,0.0,1.0,0.5
Technical indicators show BTC is overbought. Correction incoming.,Technical indicators show BTC is overbought. Correction incoming.,2025-05-07 20:51:01+00:00,crypto_user_6823,-1.0,0.0,0.0,1.0,-1.0,0.5
Fundamentals don't support current BTC valuation. Overpriced!,Fundamentals don't support current BTC valuation. Overpriced!,2025-05-10 00:20:52+00:00,crypto_user_2535,0.0,0.5,0.0,0.5,0.0,0.5
BTC trading sideways today. Waiting for a breakout.,BTC trading sideways today. Waiting for a breakout.,2025-04-29 13:00:20+00:00,crypto_user_4642,0.0,0.5,1.0,0.5,0.0,0.5
BTC looking bearish. Might drop to ${price},BTC looking bearish. Might drop to ${price},2025-04-01 14:43:19+00:00,crypto_user_1065,-1.0,0.0,0.0,1.0,-1.0,0.5
BTC technical analysis shows strong support. Hodl!,BTC technical analysis shows strong support. Hodl!,2025-05-24 12:31:21+00:00,crypto_user_3610,1.0,1.0,0.0,0.0,1.0,0.5
Accumulating BTC at these levels is a no-brainer.,Accumulating BTC at these levels is a no-brainer.,2025-04-23 02:35:12+00:00,crypto_user_6840,1.0,1.0,0.0,0.0,1.0,0.5
Institutional adoption of BTC is increasing. Bullish!,Institutional adoption of BTC is increasing. Bullish!,2025-05-06 19:27:56+00:00,crypto_user_3740,1.0,1.0,0.0,0.0,1.0,0.5
The BTC market is maturing. Expect less volatility.,The BTC market is maturing. Expect less volatility.,2025-05-25 01:56:25+00:00,crypto_user_8065,0.0,0.5,1.0,0.5,0.0,0.5
Historical BTC patterns suggest we're in uncharted territory.,Historical BTC patterns suggest we're in uncharted territory.,2025-04-15 18:46:43+00:00,crypto_user_3653,0.0,0.5,1.0,0.5,0.0,0.5
Institutional adoption of BTC is increasing. Bullish!,Institutional adoption of BTC is increasing. Bullish!,2025-05-04 04:20:32+00:00,crypto_user_1788,1.0,1.0,0.0,0.0,1.0,0.5
Analyzing BTC on-chain metrics. Data is inconclusive.,Analyzing BTC on-chain metrics. Data is inconclusive.,2025-05-14 08:16:11+00:00,crypto_user_2950,0.0,0.5,1.0,0.5,0.0,0.5
BTC looking bearish. Might drop to ${price},BTC looking bearish. Might drop to ${price},2025-05-09 15:05:38+00:00,crypto_user_6598,-1.0,0.0,0.0,1.0,-1.0,0.5
Just sold my BTC. Too much volatility for me.,Just sold my BTC. Too much volatility for me.,2025-05-09 05:44:20+00:00,crypto_user_2569,-1.0,0.0,0.0,1.0,-1.0,0.5
BTC volatility has decreased recently. Consolidation phase?,BTC volatility has decreased recently. Consolidation phase?,2025-04-17 16:07:08+00:00,crypto_user_3338,0.0,0.5,1.0,0.5,0.0,0.5
The BTC rally was just a dead cat bounce. More downside ahead.,The BTC rally was just a dead cat bounce. More downside ahead.,2025-05-03 10:34:42+00:00,crypto_user_9568,0.0,0.5,0.0,0.5,0.0,0.5
Whales dumping BTC. Price manipulation is real.,Whales dumping BTC. Price manipulation is real.,2025-05-25 00:04:41+00:00,crypto_user_6312,-1.0,0.0,0.0,1.0,-1.0,0.5
BTC volume declining. Not a good sign.,BTC volume declining. Not a good sign.,2025-04-18 16:37:35+00:00,crypto_user_2968,-1.0,0.0,0.0,1.0,-1.0,0.5
The BTC bubble is about to burst. Get out while you can!,The BTC bubble is about to burst. Get out while you can!,2025-05-19 07:21:06+00:00,crypto_user_4556,-1.0,0.0,0.0,1.0,-1.0,0.5
What's your price prediction for BTC this month?,What's your price prediction for BTC this month?,2025-04-21 07:47:54+00:00,crypto_user_3989,0.0,0.5,1.0,0.5,0.0,0.5
BTC technical analysis shows strong support. Hodl!,BTC technical analysis shows strong support. Hodl!,2025-05-23 11:26:57+00:00,crypto_user_5405,1.0,1.0,0.0,0.0,1.0,0.5
The future is bright for BTC. New ATH coming soon!,The future is bright for BTC. New ATH coming soon!,2025-04-17 11:45:08+00:00,crypto_user_3411,1.0,1.0,0.0,0.0,1.0,0.5
BTC trading sideways today. Waiting for a breakout.,BTC trading sideways today. Waiting for a breakout.,2025-04-21 16:03:15+00:00,crypto_user_7025,0.0,0.5,1.0,0.5,0.0,0.5
BTC breaking key support levels. Be careful!,BTC breaking key support levels. Be careful!,2025-04-24 12:17:18+00:00,crypto_user_5326,0.0,0.5,0.0,0.5,0.0,0.5
Just bought more BTC! Expecting a rally to ${price},Just bought more BTC! Expecting a rally to ${price},2025-05-16 18:06:18+00:00,crypto_user_5109,1.0,1.0,0.0,0.0,1.0,0.5
Interesting developments in the BTC ecosystem.,Interesting developments in the BTC ecosystem.,2025-04-20 07:27:48+00:00,crypto_user_3223,0.0,0.5,1.0,0.5,0.0,0.5
Monitoring BTC price action. No clear direction yet.,Monitoring BTC price action. No clear direction yet.,2025-04-30 08:28:28+00:00,crypto_user_6120,0.0,0.5,1.0,0.5,0.0,0.5
Comparing BTC to other cryptocurrencies. Mixed results.,Comparing BTC to other cryptocurrencies. Mixed results.,2025-05-04 06:31:58+00:00,crypto_user_3919,0.0,0.5,1.0,0.5,0.0,0.5
BTC fundamentals are stronger than ever. Buy the dip!,BTC fundamentals are stronger than ever. Buy the dip!,2025-04-27 06:07:52+00:00,crypto_user_2194,1.0,1.0,0.0,0.0,1.0,0.5
BTC trading sideways today. Waiting for a breakout.,BTC trading sideways today. Waiting for a breakout.,2025-05-05 23:58:04+00:00,crypto_user_6153,0.0,0.5,1.0,0.5,0.0,0.5
Comparing BTC to other cryptocurrencies. Mixed results.,Comparing BTC to other cryptocurrencies. Mixed results.,2025-04-12 09:01:10+00:00,crypto_user_6547,0.0,0.5,1.0,0.5,0.0,0.5
New BTC update announced. Impact on price unclear.,New BTC update announced. Impact on price unclear.,2025-05-21 10:05:49+00:00,crypto_user_4198,0.0,0.5,1.0,0.5,0.0,0.5
This BTC rally is just getting started! 🚀,This BTC rally is just getting started! 🚀,2025-04-02 07:53:09+00:00,crypto_user_7980,1.0,1.0,0.0,0.0,1.0,0.5
Long-term BTC holders will be rewarded. Patience pays!,Long-term BTC holders will be rewarded. Patience pays!,2025-05-07 05:09:08+00:00,crypto_user_3802,1.0,1.0,0.0,0.0,1.0,0.5
What's your price prediction for BTC this month?,What's your price prediction for BTC this month?,2025-04-19 07:27:36+00:00,crypto_user_5069,0.0,0.5,1.0,0.5,0.0,0.5
Technical indicators show BTC is overbought. Correction incoming.,Technical indicators show BTC is overbought. Correction incoming.,2025-04-21 23:20:30+00:00,crypto_user_3876,-1.0,0.0,0.0,1.0,-1.0,0.5
Long-term BTC holders will be rewarded. Patience pays!,Long-term BTC holders will be rewarded. Patience pays!,2025-05-23 17:03:15+00:00,crypto_user_2964,1.0,1.0,0.0,0.0,1.0,0.5
Monitoring BTC price action. No clear direction yet.,Monitoring BTC price action. No clear direction yet.,2025-04-10 07:18:53+00:00,crypto_user_6091,0.0,0.5,1.0,0.5,0.0,0.5
Analyzing BTC on-chain metrics. Data is inconclusive.,Analyzing BTC on-chain metrics. Data is inconclusive.,2025-04-24 12:14:02+00:00,crypto_user_1084,0.0,0.5,1.0,0.5,0.0,0.5
The BTC ecosystem is growing rapidly. Very optimistic!,The BTC ecosystem is growing rapidly. Very optimistic!,2025-05-06 19:14:59+00:00,crypto_user_1554,1.0,1.0,0.0,0.0,1.0,0.5
BTC trading sideways today. Waiting for a breakout.,BTC trading sideways today. Waiting for a breakout.,2025-04-02 12:34:47+00:00,crypto_user_5696,0.0,0.5,1.0,0.5,0.0,0.5
Comparing BTC to other cryptocurrencies. Mixed results.,Comparing BTC to other cryptocurrencies. Mixed results.,2025-04-06 04:32:19+00:00,crypto_user_7721,0.0,0.5,1.0,0.5,0.0,0.5
Interesting developments in the BTC ecosystem.,Interesting developments in the BTC ecosystem.,2025-05-12 22:15:45+00:00,crypto_user_5218,0.0,0.5,1.0,0.5,0.0,0.5
Regulatory concerns for BTC are mounting. Proceed with caution.,Regulatory concerns for BTC are mounting. Proceed with caution.,2025-04-12 22:32:57+00:00,crypto_user_5569,-1.0,0.0,0.0,1.0,-1.0,0.5
BTC looking bearish. Might drop to ${price},BTC looking bearish. Might drop to ${price},2025-04-24 10:59:11+00:00,crypto_user_4111,-1.0,0.0,0.0,1.0,-1.0,0.5
Institutional adoption of BTC is increasing. Bullish!,Institutional adoption of BTC is increasing. Bullish!,2025-04-16 08:53:48+00:00,crypto_user_6059,1.0,1.0,0.0,0.0,1.0,0.5
Just bought more BTC! Expecting a rally to ${price},Just bought more BTC! Expecting a rally to ${price},2025-04-30 22:35:23+00:00,crypto_user_7735,1.0,1.0,0.0,0.0,1.0,0.5
Accumulating BTC at these levels is a no-brainer.,Accumulating BTC at these levels is a no-brainer.,2025-05-28 08:31:51+00:00,crypto_user_6867,1.0,1.0,0.0,0.0,1.0,0.5
BTC looking bullish today! Price target ${price},BTC looking bullish today! Price target ${price},2025-04-25 09:22:57+00:00,crypto_user_5227,1.0,1.0,0.0,0.0,1.0,0.5
Interesting developments in the BTC ecosystem.,Interesting developments in the BTC ecosystem.,2025-04-25 20:50:50+00:00,crypto_user_2738,0.0,0.5,1.0,0.5,0.0,0.5
The BTC market is maturing. Expect less volatility.,The BTC market is maturing. Expect less volatility.,2025-05-21 13:28:27+00:00,crypto_user_6182,0.0,0.5,1.0,0.5,0.0,0.5
Long-term BTC holders will be rewarded. Patience pays!,Long-term BTC holders will be rewarded. Patience pays!,2025-04-20 16:49:18+00:00,crypto_user_1258,1.0,1.0,0.0,0.0,1.0,0.5
BTC fundamentals are stronger than ever. Buy the dip!,BTC fundamentals are stronger than ever. Buy the dip!,2025-05-06 14:32:22+00:00,crypto_user_4788,1.0,1.0,0.0,0.0,1.0,0.5
This BTC rally is just getting started! 🚀,This BTC rally is just getting started! 🚀,2025-04-22 15:52:26+00:00,crypto_user_8149,1.0,1.0,0.0,0.0,1.0,0.5
BTC volatility has decreased recently. Consolidation phase?,BTC volatility has decreased recently. Consolidation phase?,2025-05-27 23:00:49+00:00,crypto_user_3268,0.0,0.5,1.0,0.5,0.0,0.5
BTC looking bearish. Might drop to ${price},BTC looking bearish. Might drop to ${price},2025-05-01 11:12:11+00:00,crypto_user_5782,-1.0,0.0,0.0,1.0,-1.0,0.5
The BTC market is maturing. Expect less volatility.,The BTC market is maturing. Expect less volatility.,2025-05-29 06:43:54+00:00,crypto_user_5956,0.0,0.5,1.0,0.5,0.0,0.5
Just bought more BTC! Expecting a rally to ${price},Just bought more BTC! Expecting a rally to ${price},2025-05-25 20:00:41+00:00,crypto_user_9596,1.0,1.0,0.0,0.0,1.0,0.5
The BTC rally was just a dead cat bounce. More downside ahead.,The BTC rally was just a dead cat bounce. More downside ahead.,2025-05-09 19:40:22+00:00,crypto_user_8737,0.0,0.5,0.0,0.5,0.0,0.5
Accumulating BTC at these levels is a no-brainer.,Accumulating BTC at these levels is a no-brainer.,2025-05-08 03:27:30+00:00,crypto_user_7608,1.0,1.0,0.0,0.0,1.0,0.5
New BTC update announced. Impact on price unclear.,New BTC update announced. Impact on price unclear.,2025-04-04 06:35:42+00:00,crypto_user_5525,0.0,0.5,1.0,0.5,0.0,0.5
BTC breaking key support levels. Be careful!,BTC breaking key support levels. Be careful!,2025-05-21 17:55:38+00:00,crypto_user_5576,0.0,0.5,0.0,0.5,0.0,0.5
Interesting developments in the BTC ecosystem.,Interesting developments in the BTC ecosystem.,2025-04-29 20:28:00+00:00,crypto_user_4316,0.0,0.5,1.0,0.5,0.0,0.5
BTC trading sideways today. Waiting for a breakout.,BTC trading sideways today. Waiting for a breakout.,2025-04-13 15:42:47+00:00,crypto_user_7917,0.0,0.5,1.0,0.5,0.0,0.5
Accumulating BTC at these levels is a no-brainer.,Accumulating BTC at these levels is a no-brainer.,2025-05-15 21:57:36+00:00,crypto_user_9351,1.0,1.0,0.0,0.0,1.0,0.5
BTC looking bullish today! Price target ${price},BTC looking bullish today! Price target ${price},2025-05-28 10:27:53+00:00,crypto_user_2859,1.0,1.0,0.0,0.0,1.0,0.5
Fundamentals don't support current BTC valuation. Overpriced!,Fundamentals don't support current BTC valuation. Overpriced!,2025-04-11 20:28:14+00:00,crypto_user_6031,0.0,0.5,0.0,0.5,0.0,0.5
Whales dumping BTC. Price manipulation is real.,Whales dumping BTC. Price manipulation is real.,2025-05-04 22:28:23+00:00,crypto_user_1892,-1.0,0.0,0.0,1.0,-1.0,0.5
The BTC ecosystem is growing rapidly. Very optimistic!,The BTC ecosystem is growing rapidly. Very optimistic!,2025-04-03 20:46:10+00:00,crypto_user_2692,1.0,1.0,0.0,0.0,1.0,0.5
Interesting developments in the BTC ecosystem.,Interesting developments in the BTC ecosystem.,2025-04-06 16:51:43+00:00,crypto_user_6364,0.0,0.5,1.0,0.5,0.0,0.5
Institutional adoption of BTC is increasing. Bullish!,Institutional adoption of BTC is increasing. Bullish!,2025-04-17 01:35:53+00:00,crypto_user_6986,1.0,1.0,0.0,0.0,1.0,0.5
Institutional adoption of BTC is increasing. Bullish!,Institutional adoption of BTC is increasing. Bullish!,2025-04-17 07:38:42+00:00,crypto_user_8162,1.0,1.0,0.0,0.0,1.0,0.5
BTC volatility has decreased recently. Consolidation phase?,BTC volatility has decreased recently. Consolidation phase?,2025-04-27 22:30:54+00:00,crypto_user_7906,0.0,0.5,1.0,0.5,0.0,0.5
Historical BTC patterns suggest we're in uncharted territory.,Historical BTC patterns suggest we're in uncharted territory.,2025-05-04 22:14:47+00:00,crypto_user_9460,0.0,0.5,1.0,0.5,0.0,0.5
